"","BonusMalus","PayFreq","VehClass","VehPower","VehGas","VehAge","Garage","Area","Region","Channel","DrivGender","DrivAge","Marketing","Windscreen","TPL","Damage","Other","Theft","Fire","Total","Sev_Windscreen","Sev_TPL","Sev_Damage","Sev_Other","Sev_Theft","Sev_Fire","Sev_Total"
"2142","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",8,"Closed zbox","A2+A3+A4","Center","A","M",43,"M1",0,1,0,0,0,0,1,0,2452,0,0,0,0,2452
"2143","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",6,"Opened & closed collective parking","A2+A3+A4","Center","A","M",31,"M2",0,1,0,0,0,0,1,0,4,0,0,0,0,4
"2144","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",0,"Opened & closed collective parking","A2+A3+A4","Center","A","M",31,"M2",0,0,0,0,1,0,1,0,0,0,0,440,0,440
"2145","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",9,"Opened & closed collective parking","A2+A3+A4","Center","A","M",48,"M2",0,0,1,0,0,0,1,0,0,687,0,0,0,687
"2146","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",9,"Street","A5+A6","Center","A","M",29,"M4",1,0,0,0,0,0,1,141,0,0,0,0,0,141
"2147","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Opened & closed collective parking","A5+A6","Center","A","M",25,"M2",1,0,0,0,0,0,1,117,0,0,0,0,0,117
"2148","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",0,"Street","A5+A6","Center","A","F",40,"M4",1,0,0,0,0,0,1,122,0,0,0,0,0,122
"2149","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",1,"Closed zbox","A5+A6","Center","A","M",34,"M1",0,1,0,0,0,0,1,0,1163,0,0,0,0,1163
"2150","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",5,"Closed zbox","A2+A3+A4","Center","A","M",51,"M1",0,1,0,0,0,0,1,0,3041,0,0,0,0,3041
"2152","bonus","bi+monthly+quarterly","other","P13-P17","Regular",3,"Closed zbox","A5+A6","Center","A","F",41,"M1",1,0,0,0,0,0,1,237,0,0,0,0,0,237
"2153","bonus","Annual","Cheapest","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A5+A6","Center","A","M",31,"M3",1,0,0,0,0,0,1,213,0,0,0,0,0,213
"2154","bonus","Annual","Cheapest","P10+P11+P12","Regular",5,"Street","A5+A6","Center","A","F",36,"M4",0,1,0,0,0,0,1,0,1069,0,0,0,0,1069
"2155","bonus","Annual","other","P13-P17","Diesel",4,"Closed zbox","A2+A3+A4","Center","A","M",51,"M1",1,0,0,0,1,0,2,401,0,0,0,0,0,401
"2156","bonus","Annual","other","P13-P17","Diesel",4,"Closed zbox","A2+A3+A4","Center","A","M",51,"M1",1,0,0,0,1,0,2,0,0,0,0,11610,0,11610
"2157","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",5,"Closed zbox","A2+A3+A4","Center","A","M",26,"M1",0,1,0,0,0,0,1,0,479,0,0,0,0,479
"2159","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Closed zbox","A7-A10+A12","Paris and South West","B+L","F",31,"M1",1,0,0,0,0,0,1,211,0,0,0,0,0,211
"2160","malus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",5,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",42,"M1",0,1,0,0,0,0,1,0,915,0,0,0,0,915
"2161","bonus","bi+monthly+quarterly","other","P13-P17","Regular",4,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",31,"M1",0,0,1,0,0,0,1,0,0,728,0,0,0,728
"2162","bonus","Annual","Cheapest","P2-P9","Regular",14,"Street","A7-A10+A12","Paris and South West","B+L","M",36,"M4",0,1,0,0,0,0,1,0,597,0,0,0,0,597
"2163","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","M",36,"M3",1,1,0,0,0,0,2,0,104,0,0,0,0,104
"2164","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","M",36,"M3",1,1,0,0,0,0,2,350,0,0,0,0,0,350
"2165","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",7,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","F",28,"M3",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2166","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","F",23,"M1",0,1,0,0,0,0,1,0,420,0,0,0,0,420
"2167","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",7,"Closed zbox","A7-A10+A12","Paris and South West","B+L","F",23,"M1",0,1,0,0,0,0,1,0,428,0,0,0,0,428
"2168","bonus","bi+monthly+quarterly","other","P13-P17","Regular",7,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","M",42,"M3",0,1,0,0,0,0,1,0,668,0,0,0,0,668
"2169","bonus","Annual","Cheaper","P13-P17","Regular",16,"Closed zbox","A5+A6","Paris and South West","B+L","M",44,"M1",1,0,0,0,0,0,1,270,0,0,0,0,0,270
"2170","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",11,"Closed zbox","A7-A10+A12","Paris and South West","B+L","M",27,"M1",0,1,0,0,0,0,1,0,514,0,0,0,0,514
"2171","malus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",8,"Street","A7-A10+A12","Paris and South West","B+L","M",28,"M4",1,0,0,0,0,0,1,552,0,0,0,0,0,552
"2172","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Closed zbox","A7-A10+A12","Center","A","M",52,"M1",0,1,0,0,0,0,1,0,1005,0,0,0,0,1005
"2173","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",13,"Closed zbox","A2+A3+A4","Center","A","M",24,"M1",0,0,0,0,0,1,1,0,0,0,0,0,2328,2328
"2174","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",5,"Opened & closed collective parking","A2+A3+A4","Center","A","M",44,"M2",1,0,0,0,0,0,1,134,0,0,0,0,0,134
"2175","bonus","Annual","Cheaper","P10+P11+P12","Diesel",10,"Closed zbox","A2+A3+A4","Center","A","F",34,"M1",0,0,1,0,0,0,1,0,0,84,0,0,0,84
"2176","bonus","Annual","Cheapest","P2-P9","Regular",10,"Closed zbox","A2+A3+A4","Center","A","F",22,"M1",0,1,0,0,0,0,1,0,678,0,0,0,0,678
"2177","bonus","Annual","other","P10+P11+P12","Regular",13,"Closed zbox","A2+A3+A4","Center","A","M",34,"M1",0,1,0,0,0,0,1,0,643,0,0,0,0,643
"2178","bonus","Annual","Cheapest","P2-P9","Regular",13,"Closed zbox","A5+A6","Center","A","M",39,"M1",0,1,0,0,0,0,1,0,168,0,0,0,0,168
"2179","bonus","Annual","Cheapest","P2-P9","Regular",14,"Closed zbox","A5+A6","Center","A","M",40,"M1",0,1,0,0,0,0,1,0,171,0,0,0,0,171
"2180","bonus","Annual","Cheapest","P2-P9","Diesel",5,"Street","A5+A6","Center","A","F",47,"M4",0,1,0,0,0,0,1,0,1073,0,0,0,0,1073
"2181","bonus","Annual","Cheapest","P2-P9","Diesel",5,"Street","A5+A6","Center","A","F",47,"M4",1,0,0,0,0,0,1,368,0,0,0,0,0,368
"2182","bonus","bi+monthly+quarterly","other","P13-P17","Regular",8,"Closed zbox","A2+A3+A4","Center","A","M",26,"M1",0,1,0,0,0,0,1,0,841,0,0,0,0,841
"2183","malus","bi+monthly+quarterly","other","P13-P17","Regular",8,"Closed zbox","A2+A3+A4","Center","A","M",26,"M1",0,2,0,0,0,0,2,0,429,0,0,0,0,429
"2184","malus","bi+monthly+quarterly","other","P13-P17","Regular",8,"Closed zbox","A2+A3+A4","Center","A","M",26,"M1",0,2,0,0,0,0,2,0,457.5,0,0,0,0,457.5
"2185","malus","bi+monthly+quarterly","other","P13-P17","Regular",9,"Closed zbox","A5+A6","Center","A","M",27,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2186","bonus","bi+monthly+quarterly","other","P13-P17","Regular",12,"Closed zbox","A2+A3+A4","Center","A","F",34,"M1",1,0,0,0,0,0,1,447,0,0,0,0,0,447
"2187","bonus","bi+monthly+quarterly","other","P13-P17","Regular",12,"Closed zbox","A2+A3+A4","Center","A","F",34,"M1",1,0,0,0,0,0,1,456,0,0,0,0,0,456
"2188","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",8,"Closed zbox","A2+A3+A4","Center","A","M",40,"M1",0,1,0,0,0,0,1,0,2855,0,0,0,0,2855
"2189","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",8,"Closed zbox","A2+A3+A4","Center","A","M",41,"M1",0,1,0,0,0,0,1,0,2912,0,0,0,0,2912
"2190","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",14,"Street","A2+A3+A4","Center","A","F",44,"M4",0,1,0,0,0,0,1,0,176,0,0,0,0,176
"2191","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",12,"Opened & closed collective parking","A2+A3+A4","Center","A","M",47,"M3",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2192","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",13,"Opened & closed collective parking","A2+A3+A4","Center","A","M",48,"M3",0,1,0,0,0,0,1,0,915,0,0,0,0,915
"2193","bonus","bi+monthly+quarterly","other","P13-P17","Regular",9,"Street","A5+A6","Center","A","M",43,"M4",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2194","bonus","Annual","Cheapest","P10+P11+P12","Regular",4,"Closed zbox","A5+A6","Center","A","F",37,"M1",1,0,0,0,0,0,1,122,0,0,0,0,0,122
"2195","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",6,"Opened & closed collective parking","A2+A3+A4","Center","A","F",28,"M3",0,0,1,0,0,0,1,0,0,56,0,0,0,56
"2196","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",11,"Opened & closed collective parking","A7-A10+A12","Center","A","F",29,"M3",1,0,0,0,0,0,1,198,0,0,0,0,0,198
"2197","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Closed zbox","A2+A3+A4","Center","A","M",45,"M1",0,0,1,0,0,0,1,0,0,250,0,0,0,250
"2198","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",9,"Closed zbox","A7-A10+A12","Center","A","M",33,"M1",0,1,1,0,0,0,2,0,1206,0,0,0,0,1206
"2199","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",9,"Closed zbox","A7-A10+A12","Center","A","M",33,"M1",0,1,1,0,0,0,2,0,0,1787,0,0,0,1787
"2200","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",15,"Closed zbox","A2+A3+A4","Center","A","F",33,"M1",1,0,1,0,0,0,2,0,0,77,0,0,0,77
"2201","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",15,"Closed zbox","A2+A3+A4","Center","A","F",33,"M1",1,0,1,0,0,0,2,379,0,0,0,0,0,379
"2202","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",9,"Closed zbox","A2+A3+A4","Center","A","M",54,"M1",1,0,0,0,0,0,1,147,0,0,0,0,0,147
"2203","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",17,"Opened & closed collective parking","A5+A6","Center","B+L","M",23,"M3",0,1,0,0,0,0,1,0,27,0,0,0,0,27
"2204","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",18,"Opened & closed collective parking","A5+A6","Center","B+L","M",23,"M3",1,0,0,0,0,0,1,476,0,0,0,0,0,476
"2205","bonus","Annual","other","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A2+A3+A4","Headquarters","B+L","F",37,"M3",1,0,0,0,0,0,1,80,0,0,0,0,0,80
"2206","bonus","Annual","other","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A2+A3+A4","Headquarters","B+L","F",37,"M3",1,0,0,0,0,0,1,82,0,0,0,0,0,82
"2207","bonus","Annual","Cheapest","P2-P9","Regular",10,"Closed zbox","A2+A3+A4","Center","B+L","M",37,"M1",1,0,0,0,0,0,1,273,0,0,0,0,0,273
"2208","bonus","Annual","other","P10+P11+P12","Diesel",8,"Closed zbox","A2+A3+A4","Center","B+L","F",35,"M1",1,0,1,0,0,0,2,444,0,0,0,0,0,444
"2209","bonus","Annual","other","P10+P11+P12","Diesel",8,"Closed zbox","A2+A3+A4","Center","B+L","F",35,"M1",1,0,1,0,0,0,2,0,0,715,0,0,0,715
"2210","bonus","Annual","other","P10+P11+P12","Diesel",9,"Closed zbox","A2+A3+A4","Center","B+L","F",35,"M1",1,0,1,0,0,0,2,0,0,729,0,0,0,729
"2211","bonus","Annual","other","P10+P11+P12","Diesel",9,"Closed zbox","A2+A3+A4","Center","B+L","F",35,"M1",1,0,1,0,0,0,2,453,0,0,0,0,0,453
"2212","bonus","Annual","other","P13-P17","Regular",6,"Closed zbox","A5+A6","Center","B+L","M",32,"M1",0,0,1,0,0,0,1,0,0,7750,0,0,0,7750
"2213","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",11,"Closed zbox","A2+A3+A4","Center","B+L","M",49,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2214","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",9,"Opened & closed collective parking","A2+A3+A4","Center","B+L","F",31,"M2",1,0,0,0,0,0,1,296,0,0,0,0,0,296
"2217","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",5,"Closed zbox","A5+A6","Center","B+L","M",29,"M1",1,0,0,0,0,0,1,141,0,0,0,0,0,141
"2218","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",11,"Closed zbox","A5+A6","Center","B+L","M",29,"M1",0,0,1,0,0,0,1,0,0,267,0,0,0,267
"2219","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",10,"Closed zbox","A7-A10+A12","Center","B+L","M",43,"M1",1,0,0,0,0,0,1,222,0,0,0,0,0,222
"2220","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",10,"Closed zbox","A7-A10+A12","Center","B+L","M",43,"M1",1,0,0,0,0,0,1,226,0,0,0,0,0,226
"2221","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Center","B+L","M",39,"M1",1,0,1,0,0,0,2,0,0,1611,0,0,0,1611
"2222","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Center","B+L","M",39,"M1",1,0,1,0,0,0,2,217,0,0,0,0,0,217
"2223","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",2,"Opened & closed collective parking","A5+A6","Headquarters","A","F",30,"M2",0,1,0,0,1,0,2,0,658,0,0,0,0,658
"2224","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",2,"Opened & closed collective parking","A5+A6","Headquarters","A","F",30,"M2",0,1,0,0,1,0,2,0,0,0,0,70,0,70
"2225","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",2,"Opened & closed collective parking","A5+A6","Headquarters","A","F",30,"M2",0,1,0,0,1,0,2,0,0,0,0,71,0,71
"2226","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",2,"Opened & closed collective parking","A5+A6","Headquarters","A","F",30,"M2",0,1,0,0,1,0,2,0,671,0,0,0,0,671
"2227","bonus","Annual","Cheaper","P10+P11+P12","Regular",14,"Opened & closed collective parking","A5+A6","Center","B+L","M",38,"M3",1,0,0,0,0,0,1,288,0,0,0,0,0,288
"2228","bonus","Annual","Cheaper","P10+P11+P12","Regular",14,"Opened & closed collective parking","A5+A6","Center","B+L","M",38,"M3",1,0,1,0,0,0,2,0,0,761,0,0,0,761
"2229","bonus","Annual","Cheaper","P10+P11+P12","Regular",14,"Opened & closed collective parking","A5+A6","Center","B+L","M",38,"M3",1,0,1,0,0,0,2,294,0,0,0,0,0,294
"2230","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",16,"Street","A2+A3+A4","Center","B+L","M",39,"M4",0,0,0,0,0,1,1,0,0,0,0,0,3286,3286
"2231","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",5,"Opened & closed collective parking","A5+A6","Center","B+L","F",60,"M2",0,1,0,0,0,0,1,0,269,0,0,0,0,269
"2232","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",9,"Closed zbox","A2+A3+A4","Center","B+L","M",30,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2233","bonus","Annual","other","P13-P17","Regular",9,"Closed zbox","A5+A6","Headquarters","B+L","M",30,"M1",1,0,0,0,0,0,1,603,0,0,0,0,0,603
"2234","bonus","Annual","other","P13-P17","Regular",10,"Closed zbox","A5+A6","Headquarters","B+L","M",31,"M1",1,0,1,0,0,0,2,0,0,198,0,0,0,198
"2235","bonus","Annual","other","P13-P17","Regular",10,"Closed zbox","A5+A6","Headquarters","B+L","M",31,"M1",1,0,1,0,0,0,2,615,0,0,0,0,0,615
"2236","bonus","Annual","Cheapest","P10+P11+P12","Diesel",6,"Closed zbox","A5+A6","Center","B+L","M",50,"M1",0,1,0,0,0,0,1,0,1462,0,0,0,0,1462
"2237","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",4,"Street","A5+A6","Center","B+L","M",47,"M4",1,0,0,0,0,0,1,572,0,0,0,0,0,572
"2238","bonus","Annual","Cheapest","P10+P11+P12","Diesel",10,"Closed zbox","A2+A3+A4","Center","B+L","F",44,"M1",1,1,0,0,0,0,2,186,0,0,0,0,0,186
"2239","bonus","Annual","Cheapest","P10+P11+P12","Diesel",10,"Closed zbox","A2+A3+A4","Center","B+L","F",44,"M1",1,1,0,0,0,0,2,0,371,0,0,0,0,371
"2240","bonus","Annual","Cheapest","P10+P11+P12","Diesel",10,"Closed zbox","A2+A3+A4","Center","B+L","F",44,"M1",1,0,0,0,0,0,1,190,0,0,0,0,0,190
"2241","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",7,"Closed zbox","A2+A3+A4","Center","B+L","F",34,"M1",0,1,0,0,0,0,1,0,1588,0,0,0,0,1588
"2242","bonus","bi+monthly+quarterly","other","P13-P17","Regular",12,"Opened & closed collective parking","A2+A3+A4","Center","B+L","F",38,"M2",1,0,0,0,0,0,1,419,0,0,0,0,0,419
"2243","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",0,"Opened & closed collective parking","A2+A3+A4","Center","B+L","F",39,"M2",1,0,0,0,0,0,1,427,0,0,0,0,0,427
"2244","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",6,"Street","A2+A3+A4","Center","B+L","M",39,"M4",1,0,0,0,0,0,1,109,0,0,0,0,0,109
"2247","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",5,"Closed zbox","A2+A3+A4","Center","B+L","M",49,"M1",0,0,0,0,1,0,1,0,0,0,0,134,0,134
"2248","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",1,"Closed zbox","A2+A3+A4","Center","B+L","F",21,"M1",0,1,0,0,0,0,1,0,1121,0,0,0,0,1121
"2249","bonus","bi+monthly+quarterly","other","P13-P17","Regular",12,"Closed zbox","A2+A3+A4","Center","B+L","F",30,"M1",1,0,0,0,0,0,1,431,0,0,0,0,0,431
"2250","bonus","Annual","other","P13-P17","Diesel",10,"Street","A2+A3+A4","Center","B+L","F",31,"M4",0,1,0,0,0,0,1,0,937,0,0,0,0,937
"2251","bonus","Annual","other","P13-P17","Diesel",10,"Street","A2+A3+A4","Center","B+L","F",31,"M4",1,0,0,0,0,0,1,440,0,0,0,0,0,440
"2252","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",7,"Closed zbox","A2+A3+A4","Center","B+L","M",27,"M1",0,1,0,0,0,0,1,0,105,0,0,0,0,105
"2253","bonus","Annual","Cheapest","P10+P11+P12","Regular",9,"Opened & closed collective parking","A2+A3+A4","Center","B+L","F",76,"M3",1,0,0,0,0,0,1,245,0,0,0,0,0,245
"2254","bonus","Annual","Cheapest","P10+P11+P12","Regular",9,"Opened & closed collective parking","A2+A3+A4","Center","B+L","F",76,"M3",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2255","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",2,"Closed zbox","A2+A3+A4","Center","B+L","M",54,"M1",0,1,0,0,0,0,1,0,487,0,0,0,0,487
"2256","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",11,"Closed zbox","A2+A3+A4","Center","B+L","M",32,"M1",0,1,0,0,0,0,1,0,195,0,0,0,0,195
"2257","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",7,"Closed zbox","A2+A3+A4","Center","B+L","M",26,"M1",0,0,1,0,0,0,1,0,0,2660,0,0,0,2660
"2258","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Closed zbox","A2+A3+A4","Center","B+L","F",38,"M1",1,0,0,0,0,0,1,82,0,0,0,0,0,82
"2259","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",7,"Closed zbox","A2+A3+A4","Center","B+L","F",42,"M1",1,0,0,0,0,0,1,342,0,0,0,0,0,342
"2260","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Street","A2+A3+A4","Center","B+L","F",24,"M4",1,0,0,0,0,0,1,226,0,0,0,0,0,226
"2261","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",10,"Street","A2+A3+A4","Center","B+L","F",25,"M4",0,1,0,0,0,0,1,0,746,0,0,0,0,746
"2262","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A2+A3+A4","Center","A","M",25,"M2",0,0,1,0,0,0,1,0,0,16699,0,0,0,16699
"2263","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",19,"Closed zbox","A5+A6","Center","A","M",55,"M1",1,0,0,0,0,0,1,75,0,0,0,0,0,75
"2264","bonus","bi+monthly+quarterly","Cheaper","P13-P17","Regular",11,"Closed zbox","A2+A3+A4","Center","A","M",30,"M1",1,0,0,0,0,0,1,441,0,0,0,0,0,441
"2265","bonus","Annual","Cheapest","P10+P11+P12","Regular",11,"Closed zbox","A2+A3+A4","Center","A","F",35,"M1",0,0,0,0,1,0,1,0,0,0,0,701,0,701
"2266","bonus","Annual","other","P13-P17","Regular",4,"Closed zbox","A2+A3+A4","Center","A","M",37,"M1",1,0,0,0,0,0,1,351,0,0,0,0,0,351
"2267","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",7,"Closed zbox","A7-A10+A12","Center","A","M",31,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2268","bonus","bi+monthly+quarterly","other","P13-P17","Regular",4,"Closed zbox","A2+A3+A4","Center","A","F",29,"M1",0,1,0,0,0,0,1,0,36,0,0,0,0,36
"2269","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",10,"Opened & closed collective parking","A2+A3+A4","Center","A","F",34,"M3",1,0,0,0,0,0,1,148,0,0,0,0,0,148
"2270","bonus","Annual","Cheaper","P10+P11+P12","Diesel",9,"Opened & closed collective parking","A5+A6","Center","A","M",29,"M3",1,0,0,0,0,0,1,114,0,0,0,0,0,114
"2271","bonus","Annual","Cheapest","P2-P9","Regular",1,"Closed zbox","A2+A3+A4","Center","A","M",50,"M1",0,1,0,0,0,0,1,0,1171,0,0,0,0,1171
"2272","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","F",32,"M2",1,1,2,0,0,0,4,0,1073,0,0,0,0,1073
"2273","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","F",32,"M2",1,1,2,0,0,0,4,0,0,70.5,0,0,0,70.5
"2274","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","F",32,"M2",1,1,2,0,0,0,4,0,0,1009.5,0,0,0,1009.5
"2275","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","F",32,"M2",1,1,2,0,0,0,4,305,0,0,0,0,0,305
"2276","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","F",32,"M2",0,1,1,0,0,0,2,0,0,2059,0,0,0,2059
"2277","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","F",32,"M2",0,1,1,0,0,0,2,0,561,0,0,0,0,561
"2278","bonus","Annual","Cheapest","P10+P11+P12","Diesel",3,"Closed zbox","A2+A3+A4","Center","A","F",28,"M1",0,1,0,1,0,0,2,0,80,0,0,0,0,80
"2280","bonus","Annual","other","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A5+A6","Center","A","M",34,"M2",0,1,0,0,0,0,1,0,585,0,0,0,0,585
"2281","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",8,"Closed zbox","A5+A6","Center","A","M",39,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2282","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Closed zbox","A5+A6","Center","A","M",40,"M1",1,0,0,0,0,0,1,2064,0,0,0,0,0,2064
"2283","bonus","Annual","other","P13-P17","Diesel",13,"Opened & closed collective parking","A5+A6","Center","A","M",50,"M2",0,1,0,0,0,0,1,0,291,0,0,0,0,291
"2284","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Opened & closed collective parking","A5+A6","Center","A","M",37,"M3",0,1,0,0,0,0,1,0,6056,0,0,0,0,6056
"2285","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",7,"Closed zbox","A2+A3+A4","Center","A","M",34,"M1",1,0,0,0,0,0,1,312,0,0,0,0,0,312
"2286","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",8,"Closed zbox","A2+A3+A4","Center","A","M",35,"M1",1,0,0,0,0,0,1,318,0,0,0,0,0,318
"2287","bonus","Annual","other","P13-P17","Diesel",3,"Closed zbox","A2+A3+A4","Center","A","M",47,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"2288","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",9,"Street","A2+A3+A4","Center","A","F",52,"M4",1,0,0,0,0,0,1,268,0,0,0,0,0,268
"2289","bonus","Annual","other","P13-P17","Regular",6,"Closed zbox","A2+A3+A4","Center","A","M",48,"M1",1,0,0,0,0,0,1,605,0,0,0,0,0,605
"2291","bonus","bi+monthly+quarterly","other","P2-P9","Regular",13,"Street","A5+A6","Center","A","F",49,"M4",0,1,0,0,0,0,1,0,1830,0,0,0,0,1830
"2292","bonus","Annual","other","P10+P11+P12","Diesel",5,"Street","A2+A3+A4","Center","A","M",38,"M4",0,0,1,0,0,0,1,0,0,1743,0,0,0,1743
"2293","bonus","Annual","other","P10+P11+P12","Diesel",6,"Street","A2+A3+A4","Center","A","M",39,"M4",0,0,0,0,0,1,1,0,0,0,0,0,1481,1481
"2294","bonus","Annual","Cheapest","P2-P9","Regular",6,"Opened & closed collective parking","A2+A3+A4","Center","A","F",51,"M2",0,1,0,0,0,0,1,0,225,0,0,0,0,225
